daily,date,lisa_v,lisa_p,lisa_c,ID,clusterN
0.00033582402820921836,20220501,2.6442280805744987,0.012,1,36111,4
0.0,20220501,0.28835930487891326,0.006,2,20199,1
0.0,20220501,0.2602225606926327,0.022,2,05083,1
0.0,20220501,0.28835930487891326,0.013,2,12095,1
0.0,20220501,0.2674338227535824,0.019,2,16041,1
7.99403112342784e-05,20220501,0.0012147532692529932,0.046,2,20161,1
0.0,20220501,0.2726704981924404,0.04,2,16065,1
0.00016023929067407328,20220501,0.6256513905132793,0.017,1,21097,4
0.0,20220501,0.28835930487891326,0.023,2,31171,1
0.0,20220501,0.2651031953223628,0.029,2,38085,1
0.00017873500301615318,20220501,0.6069617884056956,0.023,1,55033,4
0.0,20220501,0.28835930487891326,0.022,2,29123,1
0.00017502236396872933,20220501,0.9825467530829365,0.008,1,42127,4
0.0005470411637534901,20220501,7.910065649666522,0.004,1,36091,4
9.745638826625085e-05,20220501,0.07997310434328847,0.049,1,55053,4
0.00015344483658124905,20220501,0.6846916352074967,0.009,1,41007,4
0.00011517051634781497,20220501,0.24502627070168614,0.013,1,53041,4
0.00017135023989033586,20220501,0.7423643008789458,0.014,1,36003,4
0.0006633499170812604,20220501,6.51828582011907,0.006,1,31017,4
0.0,20220501,0.28835930487891326,0.012,2,47013,1
3.0074283480196084e-05,20220501,0.15684446741277683,0.035,2,20111,1
4.930723337113555e-05,20220501,0.11137848790943448,0.009,2,19027,1
0.0,20220501,0.27871446097384756,0.004,2,22107,1
0.0,20220501,0.28835930487891326,0.013,2,20075,1
0.0,20220501,0.2291208291647662,0.045,2,19151,1
0.00028207153334085526,20220501,1.8688522916603474,0.02,1,23023,4
0.0,20220501,0.28835930487891326,0.007,2,20051,1
0.0,20220501,0.2788281225613849,0.013,2,20151,1
9.971083856815236e-05,20220501,0.22224675447949865,0.006,1,21017,4
0.0,20220501,0.28835930487891326,0.008,2,47149,1
0.0,20220501,0.28835930487891326,0.01,2,40059,1
0.00018291567587342235,20220501,0.8575969024983586,0.012,1,17147,4
0.0,20220501,0.28835930487891326,0.01,2,47159,1
0.00031723271557549185,20220501,1.6931809699508908,0.03,1,51510,4
7.374087456677236e-05,20220501,0.018896864848617027,0.042,2,30049,1
0.0,20220501,0.28835930487891326,0.009,2,40003,1
0.0,20220501,0.25925701318962163,0.029,2,48119,1
0.0,20220501,0.28835930487891326,0.042,2,47169,1
0.0,20220501,0.28835930487891326,0.048,2,12011,1
0.0,20220501,0.28835930487891326,0.005,2,13279,1
0.0002759917350433819,20220501,1.9972098157559581,0.011,1,26163,4
0.0,20220501,0.28835930487891326,0.01,2,27105,1
5.083238022620409e-05,20220501,-0.1636103560050696,0.042,3,37145,3
0.0,20220501,0.28835930487891326,0.026,2,20195,1
0.0,20220501,0.2507918181821243,0.04,2,28151,1
0.0,20220501,0.2754995130054923,0.009,2,28055,1
0.0,20220501,0.28835930487891326,0.019,2,29125,1
0.0,20220501,0.25974856161471704,0.019,2,05001,1
0.0,20220501,0.28835930487891326,0.003,2,29109,1
4.2140750105351876e-05,20220501,0.1290581824376586,0.029,2,16053,1
0.0,20220501,0.28835930487891326,0.024,2,12099,1
0.0,20220501,0.28835930487891326,0.007,2,47165,1
3.5758984444841765e-05,20220501,0.13739737384688805,0.026,2,05015,1
0.001987353206865402,20220501,-6.844942852038517,0.001,4,51820,2
0.00041386715982729436,20220501,1.8761767162537328,0.032,1,41051,4
0.0,20220501,0.28835930487891326,0.022,2,47061,1
0.0,20220501,0.25761410851968586,0.044,2,38081,1
0.00034890233489115165,20220501,3.666546949283339,0.008,1,36089,4
0.0,20220501,0.28835930487891326,0.018,2,29179,1
0.0,20220501,0.2681938623161559,0.028,2,28009,1
0.0,20220501,0.28835930487891326,0.006,2,19159,1
0.0,20220501,0.2367006314245222,0.037,2,27063,1
0.0003870530746528618,20220501,2.8437520023581677,0.019,1,27039,4
0.0,20220501,0.28835930487891326,0.024,2,47105,1
0.0,20220501,0.27805550886523167,0.006,2,48107,1
0.0,20220501,0.2571935042078035,0.047,2,01063,1
0.0,20220501,0.28835930487891326,0.021,2,16033,1
0.0,20220501,0.26749464203546736,0.033,2,38013,1
0.0,20220501,0.28835930487891326,0.022,2,47003,1
0.0,20220501,0.28835930487891326,0.003,2,47027,1
0.0,20220501,0.2542772847587214,0.046,2,47097,1
0.0,20220501,0.24901794895627305,0.038,2,41001,1
0.0003348214285714286,20220501,4.27725430752349,0.001,1,36097,4
0.0,20220501,-0.920773972897551,0.002,3,21127,3
0.0011288380493678508,20220501,6.789527493459987,0.021,1,21175,4
3.2309133792123036e-05,20220501,0.1407380234851436,0.039,2,21177,1
0.0,20220501,0.2670139591942038,0.023,2,46025,1
0.0,20220501,0.28835930487891326,0.012,2,12041,1
0.0,20220501,0.28835930487891326,0.028,2,48277,1
0.00018375597206909226,20220501,-0.3712048165760663,0.001,4,51595,2
0.0,20220501,0.28835930487891326,0.006,2,20071,1
0.0,20220501,0.23693635018721335,0.04,2,48433,1
0.0006349064905265268,20220501,4.01417846957762,0.016,1,33009,4
0.0,20220501,0.28835930487891326,0.011,2,29145,1
0.0,20220501,0.28835930487891326,0.006,2,12055,1
0.0001786352268667381,20220501,-0.3528246802868599,0.001,4,51580,2
0.0,20220501,-3.29983159246012,0.001,3,50017,3
3.5005425841005356e-05,20220501,0.14971692778916143,0.018,2,20113,1
0.0,20220501,0.28835930487891326,0.047,2,12017,1
0.0,20220501,0.28835930487891326,0.013,2,47041,1
0.0,20220501,0.28835930487891326,0.019,2,46097,1
0.0,20220501,0.28835930487891326,0.01,2,46073,1
0.00029365439547238316,20220501,3.1923072166578534,0.004,1,36031,4
0.0,20220501,0.2571652150257172,0.028,2,40063,1
1.69061707523246e-05,20220501,0.2181373734591753,0.012,2,28087,1
0.0,20220501,0.28835930487891326,0.003,2,08099,1
0.0,20220501,0.28835930487891326,0.011,2,29043,1
0.00026659557451346307,20220501,0.9743746542573494,0.041,1,55047,4
0.0,20220501,0.264406125841699,0.019,2,30073,1
0.00019403535324136057,20220501,0.5707477286864012,0.037,1,55127,4
0.0,20220501,0.258982799135436,0.043,2,32021,1
0.0003396610937087217,20220501,2.7479798249241973,0.005,1,36103,4
0.00013860398070632588,20220501,0.8404704476718436,0.004,1,31157,4
0.0,20220501,0.25761410851968586,0.02,2,38021,1
3.8115566397316666e-05,20220501,0.12886284626873556,0.031,2,13293,1
0.00023010492784709827,20220501,0.7077183875477301,0.041,1,06097,4
0.0,20220501,0.26367922134360194,0.031,2,48271,1
0.0,20220501,0.28835930487891326,0.022,2,40115,1
0.0,20220501,0.26467192977855025,0.019,2,28003,1
1.866019779809666e-05,20220501,0.21032310191236112,0.008,2,28071,1
0.0,20220501,-0.40317997914571935,0.05,3,29005,3
0.00019899931771662498,20220501,0.5137123652849448,0.04,1,17115,4
0.0,20220501,0.28835930487891326,0.005,2,30033,1
0.0004586296662338753,20220501,3.4082160012873985,0.014,1,27109,4
0.0002815716753334188,20220501,2.4443966038426983,0.009,1,34039,4
0.0,20220501,0.26299387421397086,0.034,2,46087,1
9.108297659167502e-05,20220501,-0.03481423828030403,0.041,4,21087,2
4.21972086546475e-05,20220501,0.12769812468812158,0.018,2,38015,1
0.0,20220501,-0.6666282976860349,0.015,3,21237,3
0.00012702041853227905,20220501,0.7188475531237669,0.003,1,23029,4
0.0,20220501,0.28835930487891326,0.008,2,48045,1
0.0,20220501,0.2667759928985522,0.018,2,46137,1
0.0,20220501,0.25291658330780115,0.038,2,48203,1
0.0,20220501,0.28835930487891326,0.004,2,29019,1
0.0,20220501,0.2291984342668699,0.043,2,48383,1
0.0,20220501,0.2771005481186429,0.025,2,05071,1
0.00044296788482834997,20220501,5.655081501163223,0.005,1,36041,4
0.0,20220501,0.24182666471317382,0.029,2,05129,1
0.0,20220501,0.28835930487891326,0.013,2,47095,1
6.296832693155343e-05,20220501,-0.10067700414810694,0.028,3,20139,3
0.0,20220501,0.2733629483229445,0.021,2,48359,1
0.0,20220501,0.23248481102218133,0.045,2,20115,1
0.0,20220501,0.28835930487891326,0.019,2,48357,1
0.0,20220501,0.283888797590964,0.023,2,48103,1
0.0,20220501,0.28835930487891326,0.012,2,47081,1
0.0,20220501,0.2733180367592401,0.009,2,28143,1
0.0,20220501,0.28835930487891326,0.009,2,29081,1
0.0,20220501,0.28835930487891326,0.003,2,47141,1
2.9064698017787595e-05,20220501,0.18403599066168375,0.022,2,38101,1
0.00032130091710193845,20220501,2.5056912461679586,0.008,1,25027,4
0.00025871988126119133,20220501,2.092525020359731,0.003,1,36027,4
0.0,20220501,0.28835930487891326,0.005,2,29067,1
0.0,20220501,0.2765835380061343,0.01,2,48305,1
0.0003835123057426799,20220501,4.378347442942227,0.007,1,36077,4
0.00025079942316132673,20220501,1.1252711601850027,0.014,1,31131,4
0.0,20220501,0.28835930487891326,0.021,2,46015,1
0.0,20220501,0.28835930487891326,0.007,2,47177,1
0.0009420631182289214,20220501,4.954783339230603,0.037,1,21201,4
0.0,20220501,0.28835930487891326,0.007,2,29225,1
0.0,20220501,0.28835930487891326,0.001,2,12093,1
4.3414292950001207e-05,20220501,0.10873137685677872,0.042,2,01125,1
0.0,20220501,0.27307859124230266,0.009,2,01131,1
0.000765814060346148,20220501,7.265056604773726,0.012,1,31099,4
0.0,20220501,-0.848860704690255,0.012,3,31087,3
0.0,20220501,0.28835930487891326,0.042,2,05133,1
0.00010702468217152447,20220501,0.14728236013387033,0.032,1,42101,4
0.0006430116326649909,20220501,8.02476016597787,0.004,1,36109,4
0.0,20220501,0.2779977450251041,0.022,2,05079,1
0.0001958672020370189,20220501,0.5343847643330465,0.041,1,55123,4
0.0,20220501,0.28835930487891326,0.004,2,29093,1
2.7407772844378667e-05,20220501,0.17993754699029735,0.023,2,48223,1
0.00044955826014437985,20220501,5.596662064051196,0.003,1,36001,4
0.0,20220501,0.28835930487891326,0.005,2,20187,1
0.00031626926296859014,20220501,1.2070145588083414,0.038,1,08013,4
0.0,20220501,0.28835930487891326,0.017,2,47089,1
8.939346533768382e-05,20220501,-0.029843166260634525,0.006,4,16013,2
0.0,20220501,0.26997650261752554,0.006,2,22053,1
0.0,20220501,0.28835930487891326,0.007,2,30011,1
0.0,20220501,0.25617528285801855,0.039,2,48461,1
0.000285591889190347,20220501,1.772869104603665,0.012,1,17093,4
0.00012126759282384583,20220501,0.38503768469346134,0.019,1,11001,4
0.00016614844176497117,20220501,0.5166391218327058,0.038,1,55059,4
0.00018287887931822753,20220501,0.7665948247609113,0.012,1,08037,4
0.0003348720685836283,20220501,2.124987880020623,0.027,1,06075,4
0.0,20220501,0.28835930487891326,0.05,2,12109,1
0.0,20220501,0.28835930487891326,0.008,2,29079,1
0.00031548927288379316,20220501,1.8652094469074711,0.008,1,17031,4
0.0,20220501,0.2400223238051952,0.039,2,17059,1
2.840465268210933e-05,20220501,0.15034840552305276,0.048,2,45047,1
0.0,20220501,0.28835930487891326,0.005,2,47075,1
0.0,20220501,0.2599344547584777,0.037,2,28139,1
0.0,20220501,0.28835930487891326,0.008,2,38005,1
0.0,20220501,0.28835930487891326,0.011,2,29163,1
0.0,20220501,0.28835930487891326,0.018,2,29201,1
0.0,20220501,0.2590506022698052,0.02,2,13319,1
0.0,20220501,0.28835930487891326,0.021,2,12027,1
0.0003291072964583567,20220501,2.2428744154157565,0.012,1,09011,4
0.0,20220501,0.2626890173841305,0.032,2,29209,1
0.0,20220501,0.23585614216020237,0.033,2,19039,1
0.00028083079752099497,20220501,1.398215041733202,0.036,1,06041,4
0.0,20220501,0.27550528497379717,0.011,2,48381,1
1.8602920658543392e-05,20220501,0.19960697182698633,0.015,2,48401,1
0.0,20220501,0.28835930487891326,0.003,2,12043,1
0.0,20220501,0.28835930487891326,0.016,2,29089,1
0.00023653684823585563,20220501,0.8076240182312556,0.043,1,55079,4
0.00020650490449148167,20220501,0.6640897586617515,0.032,1,27139,4
0.0,20220501,0.27284719135214885,0.022,2,47099,1
0.00026171159382360636,20220501,0.8399451384938693,0.043,1,17103,4
0.000860461781155887,20220501,4.222608587556336,0.041,1,31127,4
0.000170200963211377,20220501,0.5077778250782191,0.036,1,26075,4
0.0,20220501,0.2637991218486488,0.036,2,45009,1
0.0,20220501,0.2623770235407714,0.013,2,13019,1
0.0,20220501,-0.6930012749852393,0.009,3,40033,3
0.0,20220501,0.28835930487891326,0.023,2,29221,1
0.0002970616725863739,20220501,3.4735473671539503,0.001,1,36011,4
0.0003479955456570156,20220501,3.4523186548144786,0.005,1,33019,4
0.0002952091767881242,20220501,2.93486627332407,0.008,1,36039,4
0.0,20220501,0.24991834283466058,0.01,2,40089,1
0.0,20220501,0.2587206243374095,0.022,2,46077,1
0.0,20220501,0.2543317533735274,0.017,2,56009,1
0.00041896965692830786,20220501,5.340978558783375,0.002,1,36043,4
0.0,20220501,0.25411796980657364,0.048,2,38047,1
0.00021234428086070215,20220501,1.5910602871515318,0.029,1,51610,4
0.0,20220501,0.28835930487891326,0.017,2,12081,1
9.237021984112322e-05,20220501,0.0715912647552912,0.02,1,31041,4
0.0,20220501,0.28835930487891326,0.024,2,12013,1
0.00028744993580284765,20220501,1.3769470371742076,0.015,1,17037,4
3.2173996975644285e-05,20220501,0.1629167927155811,0.012,2,38089,1
0.0,20220501,0.28835930487891326,0.03,2,47173,1
0.00015071590052750564,20220501,0.5183361529300377,0.023,1,17053,4
0.0,20220501,0.25489167836403026,0.011,2,38029,1
0.0,20220501,0.2520457288061646,0.049,2,22113,1
6.208737763612657e-05,20220501,-0.08464831738889676,0.03,3,40019,3
2.5307485954345296e-05,20220501,0.19752193207540059,0.044,2,37139,1
6.279829188646068e-05,20220501,0.06295438469817986,0.012,2,28011,1
2.253267237494367e-05,20220501,0.1619291145564271,0.025,2,32023,1
0.0,20220501,0.28835930487891326,0.004,2,47073,1
0.0,20220501,0.28835930487891326,0.047,2,38011,1
0.0,20220501,0.28835930487891326,0.044,2,40055,1
0.0,20220501,0.28835930487891326,0.009,2,46129,1
0.0,20220501,0.2754995130054923,0.012,2,22035,1
0.0,20220501,0.2681382186856186,0.028,2,22037,1
0.0,20220501,0.2765835380061343,0.008,2,48153,1
0.0,20220501,-0.3840191095213261,0.039,3,47009,3
0.0,20220501,0.27149444584138094,0.009,2,01053,1
7.964319847085059e-05,20220501,0.002217037215196755,0.02,2,20001,1
0.00020384242980176325,20220501,0.6077675830434823,0.05,1,17041,4
7.369196757553427e-05,20220501,0.02098634461602736,0.048,2,05065,1
3.6141530232390037e-05,20220501,0.15863477746708057,0.017,2,35017,1
0.0,20220501,0.28835930487891326,0.009,2,29131,1
0.0,20220501,0.2515862130323638,0.033,2,29021,1
0.0006069255121959221,20220501,6.041451560998318,0.003,1,42015,4
0.0,20220501,0.28835930487891326,0.022,2,29051,1
0.00010380645286862644,20220501,0.11892024386130186,0.036,1,26021,4
0.000340522133938706,20220501,3.5369702173524074,0.008,1,31045,4
0.0,20220501,0.233620270703381,0.045,2,35007,1
0.0,20220501,0.26960485799285805,0.015,2,05127,1
0.0002893138002682728,20220501,1.6166161803636359,0.017,1,33005,4
0.0,20220501,0.28835930487891326,0.02,2,47023,1
0.0,20220501,0.28835930487891326,0.009,2,49027,1
0.0,20220501,0.28835930487891326,0.027,2,47087,1
0.0,20220501,0.2613318964502665,0.022,2,17159,1
0.0001774937877174299,20220501,0.45957356050650594,0.035,1,48131,4
0.0,20220501,0.28835930487891326,0.026,2,29173,1
0.0,20220501,0.2647709346190786,0.011,2,13061,1
0.0,20220501,0.271963299338167,0.011,2,48159,1
0.0005756425415396105,20220501,7.568547539782876,0.005,1,36113,4
7.234319612240469e-05,20220501,0.02869440225589375,0.01,2,40005,1
0.0,20220501,0.28835930487891326,0.01,2,12069,1
0.0,20220501,0.26311589415619463,0.034,2,38083,1
0.00014370099373463668,20220501,0.34946836813105897,0.024,1,20091,4
0.0002237494006712482,20220501,0.9693808655527769,0.029,1,53031,4
0.00021685559388861508,20220501,1.0753788789224925,0.016,1,27169,4
2.149659279004278e-05,20220501,0.19075527240681436,0.02,2,28149,1
0.0,20220501,0.2616038749330451,0.029,2,29003,1
0.0,20220501,0.28835930487891326,0.006,2,29139,1
0.0,20220501,0.23802894595788804,0.039,2,21051,1
0.0002159170878382701,20220501,0.8286772836154919,0.025,1,41043,4
0.0,20220501,0.25947839831268027,0.029,2,29153,1
0.0,20220501,0.2686836360017922,0.027,2,01099,1
0.0,20220501,-0.902728271433693,0.005,3,50009,3
0.0,20220501,0.28835930487891326,0.012,2,13283,1
0.00024455802307371294,20220501,1.0577690388308019,0.02,1,34005,4
0.0005263872852000271,20220501,7.72260705523651,0.003,1,50021,4
0.0,20220501,0.2785645733034269,0.011,2,13099,1
0.0,20220501,0.2709720858427083,0.014,2,38049,1
0.0004286326618088298,20220501,3.2680657792231362,0.006,1,31179,4
0.00028354494187328693,20220501,1.9316674483095744,0.014,1,33007,4
4.6816479400749066e-05,20220501,0.09339963475903003,0.038,2,28101,1
0.0,20220501,0.28835930487891326,0.02,2,20023,1
0.0,20220501,0.24718005715097507,0.025,2,19185,1
0.0,20220501,0.27984692304474745,0.014,2,48165,1
3.348289024308578e-05,20220501,0.1445046797089116,0.027,2,01093,1
8.567787261842289e-05,20220501,-0.01784544741036986,0.015,4,48037,2
0.0,20220501,0.24309754667662323,0.037,2,29127,1
0.0003544779426100211,20220501,3.595340296174269,0.009,1,36045,4
0.0004963826117171115,20220501,6.597801290136288,0.007,1,36019,4
0.0,20220501,0.2574262500600812,0.033,2,29177,1
0.0,20220501,0.28835930487891326,0.008,2,28135,1
0.0,20220501,0.24766290102385283,0.05,2,48003,1
2.50681016762204e-05,20220501,0.19838116554310098,0.012,2,48375,1
0.0,20220501,0.2765835380061343,0.009,2,48169,1
0.0,20220501,0.28835930487891326,0.013,2,56011,1
0.0003270132151811076,20220501,2.8386554010106635,0.004,1,25013,4
0.0,20220501,0.28835930487891326,0.011,2,20029,1
0.0,20220501,0.28835930487891326,0.016,2,19059,1
0.0,20220501,0.26152707082824417,0.022,2,21095,1
0.0,20220501,0.28835930487891326,0.022,2,47179,1
0.0,20220501,0.2460211319440161,0.039,2,22047,1
0.0,20220501,0.28835930487891326,0.044,2,28125,1
0.0002519918473225866,20220501,0.9584740780752499,0.036,1,55131,4
0.0,20220501,0.28835930487891326,0.007,2,29105,1
0.0,20220501,0.28835930487891326,0.007,2,29195,1
0.0001883002761737384,20220501,1.0614528148954532,0.012,1,17039,4
0.0,20220501,0.2517842905376133,0.023,2,32033,1
0.0003459758681831942,20220501,2.212723429432268,0.014,1,27049,4
0.0,20220501,0.28835930487891326,0.026,2,12101,1
0.0,20220501,0.28835930487891326,0.011,2,12119,1
0.00043199123632795656,20220501,3.1897379118701896,0.015,1,36059,4
0.00019493747380527695,20220501,0.589907789703879,0.034,1,55039,4
0.0,20220501,0.28835930487891326,0.015,2,40151,1
0.0007989347536617843,20220501,8.054867981871036,0.009,1,21063,4
0.0006011469250543801,20220501,6.871905847245728,0.003,1,25003,4
0.0,20220501,0.28835930487891326,0.004,2,29041,1
6.576351440220966e-05,20220501,0.045819979554975805,0.018,2,41045,1
0.0003813928709802402,20220501,3.3015990687850625,0.004,1,34023,4
0.0,20220501,0.28835930487891326,0.009,2,20167,1
0.0,20220501,0.28835930487891326,0.001,2,47111,1
0.00023527860016362556,20220501,1.2889753712141354,0.019,1,25005,4
0.0,20220501,0.26390120839867065,0.013,2,38103,1
0.0,20220501,0.2731947973334833,0.013,2,05027,1
0.00016974893001591113,20220501,0.5714295690740668,0.028,1,06095,4
0.0,20220501,0.2718616377282975,0.006,2,38087,1
0.0,20220501,-0.9645117723880543,0.007,3,31071,3
1.8610883644755454e-05,20220501,0.19547010040447052,0.023,2,22099,1
0.0,20220501,0.26819265379375407,0.018,2,01119,1
0.0,20220501,0.28835930487891326,0.038,2,12117,1
0.00012369835593639656,20220501,0.24893131767267412,0.03,1,20177,4
0.0,20220501,0.28835930487891326,0.021,2,46061,1
0.0004213187276174426,20220501,5.619044108529822,0.003,1,36053,4
0.0004057387691508699,20220501,5.401112557104996,0.002,1,36115,4
0.0,20220501,0.2765835380061343,0.005,2,48445,1
0.0,20220501,0.26247893896242325,0.038,2,35021,1
0.0,20220501,0.2233443079770512,0.048,2,19021,1
0.0,20220501,0.2691429398999641,0.027,2,19129,1
0.0,20220501,0.2771120374619367,0.003,2,48065,1
0.0,20220501,0.2394294386182633,0.018,2,13261,1
0.0,20220501,0.28835930487891326,0.005,2,29223,1
7.951112019809627e-05,20220501,-0.003662762064259491,0.047,3,26087,3
0.0,20220501,0.26053288609952346,0.021,2,22027,1
0.0,20220501,0.2749637163401635,0.017,2,28161,1
0.0,20220501,0.2670208532758617,0.025,2,22039,1
0.0,20220501,0.28835930487891326,0.003,2,47069,1
0.0,20220501,0.28835930487891326,0.01,2,40057,1
0.0,20220501,0.28835930487891326,0.019,2,29039,1
9.337940050424876e-05,20220501,-0.046811854795939516,0.001,4,16085,2
0.0,20220501,0.28835930487891326,0.018,2,48275,1
0.0,20220501,0.2464716374049714,0.031,2,05103,1
0.0,20220501,0.28835930487891326,0.006,2,46041,1
0.00021098690217824279,20220501,0.8582961914672429,0.014,1,06013,4
0.0,20220501,0.28835930487891326,0.005,2,47017,1
0.0003622702267543271,20220501,2.9556029001186865,0.013,1,36119,4
0.0,20220501,0.28835930487891326,0.021,2,29017,1
0.00026005436652272326,20220501,1.4807514399021484,0.013,1,09009,4
0.0002799552071668533,20220501,2.852974700191877,0.005,1,31139,4
0.0,20220501,0.28835930487891326,0.012,2,38051,1
0.00018086453246518358,20220501,1.0778084297765345,0.004,1,31141,4
0.0,20220501,0.28835930487891326,0.011,2,29175,1
0.00020351275346588385,20220501,0.9547738745988743,0.011,1,55105,4
0.0,20220501,0.28835930487891326,0.006,2,48345,1
0.00019821074623667436,20220501,0.5602036879066619,0.049,1,41039,4
0.0,20220501,0.28835930487891326,0.011,2,20089,1
0.0,20220501,0.28835930487891326,0.017,2,20123,1
0.0,20220501,0.28835930487891326,0.025,2,12007,1
0.0,20220501,0.23450167817482057,0.041,2,28091,1
4.181126395450934e-05,20220501,0.13019897133486477,0.036,2,28039,1
0.0,20220501,0.27472735113359226,0.013,2,21171,1
0.0,20220501,0.25819051950775174,0.023,2,40075,1
3.289010007987596e-05,20220501,0.16945211573524582,0.009,2,01003,1
8.030838419531e-05,20220501,0.00010457078334637156,0.004,2,19007,1
0.00037633599277434894,20220501,4.883016006396627,0.005,1,36049,4
0.00037885963250615644,20220501,2.6883828687504923,0.007,1,31011,4
0.0,20220501,0.2593814019284591,0.023,2,29149,1
0.0,20220501,0.28835930487891326,0.028,2,47083,1
0.0003659384491528525,20220501,3.333877440003013,0.008,1,42131,4
0.0,20220501,-1.438125409495528,0.004,3,31119,3
0.0,20220501,0.28835930487891326,0.019,2,12085,1
0.0,20220501,0.28835930487891326,0.005,2,13167,1
0.0,20220501,0.2652618277298913,0.023,2,05095,1
0.0,20220501,0.28835930487891326,0.008,2,29059,1
0.0003017046311660884,20220501,-0.7945635941882155,0.001,4,20145,2
0.0,20220501,0.28835930487891326,0.047,2,12029,1
0.0,20220501,0.28835930487891326,0.008,2,20065,1
1.2023277064396672e-05,20220501,0.2170802138032949,0.033,2,22097,1
0.0,20220501,0.24385629511570064,0.04,2,47055,1
4.747661776575037e-05,20220501,0.09669746274602861,0.031,2,05093,1
0.0,20220501,0.28835930487891326,0.014,2,20129,1
0.00033675176012258265,20220501,1.956805634498958,0.011,1,53061,4
1.732141619898843e-05,20220501,0.20510335309966832,0.03,2,35015,1
0.00032599837000814997,20220501,2.3465224564306704,0.011,1,42113,4
4.757175902525466e-05,20220501,0.1160882907912841,0.012,2,48329,1
0.0,20220501,0.28835930487891326,0.013,2,20171,1
0.0,20220501,0.28835930487891326,0.002,2,38001,1
0.0,20220501,0.28835930487891326,0.013,2,47107,1
0.00020552926420523414,20220501,0.9024362299935557,0.012,1,26093,4
0.000256346960864364,20220501,1.3157531389366306,0.027,1,42069,4
0.0,20220501,0.28835930487891326,0.01,2,20189,1
5.139406398560966e-05,20220501,0.10388812672354908,0.003,2,46013,1
0.0,20220501,0.27543254360660957,0.011,2,47181,1
